OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
842,46020,Roxbury Park,,3110 Brunswick Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,1.91718728,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,7758.5816415,458.035596816238
843,48026,Royal Oaks Park,,9401 Upton Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,9.13576058,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,36971.137919495,1560.15456260506
844,20061,Running Park,,9501 12th Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,10.43885765,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,42244.5581181,863.648388731306
845,76068,Rush Creek Linear Park,,10778 Garland Ln N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,6.19093845,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,25061.257467655,1767.89550362185
846,76018,Rush Creek School Neighborhood Park,,8801 Co Rd No 101,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,35.24628299,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,142636.64666784,1671.1841776927
847,61025,Rustic Hills Park,,17465 RUSTIC HILLS DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,9.29253984,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,37604.1141702,979.629466684165
848,38001,Saga Hill Preserve,,4750 Tonkaview Lane,Orono,053,MN,Open,Open,,,,Orono,05,,,,,29.01130284,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,117404.57722436,2756.66279453781
849,94005,Salo Park,,"3890 Harding Street St. Anthony, MN 55418",St. Anthony,053,MN,Open,,,,,St. Anthony,05,,,,,1.70188419,,,,,,,,,,,,,,,,Unknown,,,,,612-789-8881,https://www.savmn.com/164/Parks,,,St. Anthony,,,,,6887.280983245,338.003321064874
850,44002,Sanborn Park,,4236 Drew Ave N,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,8.78559737,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,35546.815752245,884.595379624647
851,28033,Sandburg Athletic Facility,,2400 Sandburg Lane,Golden Valley,053,MN,Open,Open,,,,Robbinsdale School District,10,,,,,18.80478466,,,,,,,,,,,,,,,,Unknown,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,76100.263562515,1409.42095093023
852,59007,Sandy Beach,,20300 Lakeview Ave,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,0.22061171,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,680.91390598,136.507784067365
853,38004,Sandy Beach,,Cherry Ave,Orono,053,MN,Open,Open,,,,Orono,05,,,,,0.34107216,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Orono,,,,,1380.2700707,185.163692400154
854,28012,Schaper Park,,631 Ottawa Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,11.27023317,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,45609.015490315,1039.34104507644
855,28011,Scheid Park,,1856 Toledo Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,10.34559458,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,41867.135858785,1084.08273320477
856,40035,Schmidt Lake,,11755 50th Avenue N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,8.66635933,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,35071.51191141,846.164819143341
857,40072,Schmidt Woodlands,,4835 Holly Lane N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,2.53998458,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,10278.952926235,549.737792773
858,76012,Scott/Jonquil Meadows Neighborhood Park,,Forestview Ln. & 89th Ave.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,20.91667488,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,84646.78009306,3792.28694496897
859,28026,Seeman Park,,1101 Florida Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,4.48026978,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,18131.00852937,556.095358744536
860,85004,Seton Park,,Northern Rd & Sandy Ln,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.4741476,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,1918.78186747,200.512263097174
861,38008,Seven Nations Park,,2725 Watertown Rd,Orono,053,MN,Open,Open,,,,Orono,05,,,,,3.0379973,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,12294.338881255,459.09214563057
862,76060,Shadow Creek Linear Park,,Weaver Lake Rd and Maple Knoll Way,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,11.27137499,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,45613.63626366,3181.71657345791
863,92026,Shadow Woods Park,,14340 Raspberry Dr,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,2.38723813,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,9660.809972695,440.311526267084
864,30017,Shady Oak Beach,,"5200 Shady Oak Rd, Minnetonka",Hopkins,053,MN,Open,Closed,,,,Hopkins,05,,,,,5.61008181,,,,,,,,,,,,,,,,Hours Vary,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,22703.19562182,814.062897546139
865,30004,Shady Oak Nature Area,,151 Shady Oak Rd N,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,6.82180941,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,27606.88322704,707.481676691678
866,40065,Shadyview,,2730 Shadyview Lane N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,9.18512293,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,37170.87371989,2196.96638830436
867,46009,Shelard Park,,390 Ford Rd,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,6.77078042,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,27400.37623768,1750.54405221955
868,40013,Shenandoah,,2225 Shenandoah Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,4.98429794,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,20170.738122565,662.948095765188
869,42012,Sheridan Park,,6500 Upton Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,6.52480237,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,26404.93838697,822.35909424008
870,85017,Sherven Park,,Clyde Rd & Island View Dr,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.87458499,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,3539.31987644,351.067454752515
871,61058,Sherwood Bike Trail,,9975 GARRISON WAY,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,1.48302001,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,6001.56904351,810.191883237739
872,24031,Sherwood Park,,5225 Sherwood Rd,Edina,053,MN,Open,Open,,,,Edina,05,,,,,1.55654967,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,6299.13301394,322.811624426417
873,40006,Shiloh,,2700 Jewel Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,13.53750374,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,54784.33397188,2191.49119286554
874,01063,Shingle Creek Parkway,,1920 50th Avenue North,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,27.87254602,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,112796.19186218,7763.56097691643
875,22024,Shingle Creek Trail,,Shingle Creek Pkwy,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,21.63156367,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,87539.83237523,3924.21459868698
876,95001,Shirley Logelin Mem Park,,8973 Partridge Rd,St. Bonifacius,053,MN,Open,Open,,,,St. Bonifacius,05,,,,,4.31568719,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,stboni@visi.com,952-446-1061,https://ci.st-bonifacius.mn.us/index.asp?SEC=F5303C12-3E20-4E16-8070-C04B35736B84&Type=B_BASIC,,,Hennepin County,,,,,17468.07408904,573.169452774103
877,50020,Shores Park,,7003 River Shore Lane,Champlin,053,MN,Open,,,,,Champlin,05,,,,,1.41941332,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,5744.16189735,321.968392380078
878,59005,Shuck Park,,20150 Cottagewood Ave,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,0.99182601,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,4013.77743944,285.424781438015
879,19002,Shuman Woods Park,,4956 St Albans Bay Rd,Greenwood,053,MN,Open,Open,,,,Greenwood,05,,,,,2.36544703,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://greenwoodmn.gov/explore?&def1=jQ7BkBKCbuo03rAn23NwEQ%3D%3D,,,Hennepin County,,,,,9572.62451045,555.709979738972
880,01084,Sibley Field,,1900-40th St. E,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,8.00387956,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,32390.55138812,719.947849914504
881,94003,Silver Point Park,,"3010 29th Avenue NE St. Anthony, MN 55418",St. Anthony,053,MN,Open,,,,,St. Anthony,05,,,,,6.75086186,,,,,,,,,,,,,,,,Unknown,,,,,612-789-8881,https://www.savmn.com/164/Parks,,,St. Anthony,,,,,27319.768690075,699.144609497029
882,26001,Silverwood Park,,5755 Covington Rd,Shorewood,053,MN,Open,Open,,,,Shorewood,05,,,,,7.46362273,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-3236,https://www.shorewoodmn.gov/451/Parks,,,Shorewood,,,,,30204.20957885,770.231446078705
883,88002,Sipe Park,,600 2nd St SE,Osseo,053,MN,Open,Open,,,,Osseo,05,,,,,2.28480095,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-425-2624,https://www.discoverosseo.com/departments/parks-and-recreation/parks-and-trails/,,,Hennepin County,,,,,9246.26138242,387.497647460034
884,20062,Skriebakken Park,,4100 W. 90th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,29.45688935,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,119215.96030078,1991.51675191742
885,54011,Skyway Park,,6130 Florida Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,4.04874807,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,16384.70211574,554.434102011633
886,36003,Slow Creek Park,,5738 Sunnybrook Cir,Minnetrista,053,MN,Open,Open,,,,,,,,,,3.38569053,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,13701.403476375,1146.0064892053
887,61014,Smetana Lake Park,,7620 SMETANA LN,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,24.38537659,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,98697.154592075,1483.48841559064
888,20063,Smith Park,,8155 Park Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,24.67230231,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,99845.26505306,1519.13750969812
889,02022,Sochacki Park,Walter Sochacki Park,3500 June Ave N,Robbinsdale,053,MN,Open,Open,Regional Park,,,Three Rivers Park District,04,,,,,62.15125076,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,251517.188301065,5570.88620980896
890,20087,Soens Playlot,,102nd St E & 5th Ave S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,2.42120002,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,9798.77238308,477.538992737225
891,85016,Sorbo Park,,Evergreen Rd & Rosewood Ln,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.90692058,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,3670.17736968,290.1882547875
892,36006,South Cusoke Park,,4180 Trillium Lane East,Minnetrista,053,MN,Open,Open,,,,,,,,,,1.80564467,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,7307.184726295,383.940866523718
893,76034,South Elm Road Neighborhood Park,,Lawndale Ln. & Elm Rd.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,10.67452016,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,43198.2504605,1140.91219467849
894,44009,South Halifax Park,,3101 Halifax Ave N,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,6.78679949,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,27465.2030974,931.743656918448
895,40046,South Shore,,10877 South Shore Drive,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,4.03859166,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,16343.600587515,571.59535920773
896,28015,South Tyrol Park,,1510 Kaltern Lane,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,3.55277424,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,14377.5672501,573.722584459818
897,28052,South Tyrol Pond,,1345 Tyrol Trail,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,0.84831004,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,3432.82679829,239.529465144864
898,48039,Southbrook Park,,6410 62nd Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,8.72952284,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,35327.125550045,871.526450689695
899,20064,Southdell Playlot,,9516 Chicago Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,1.30035307,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,5262.34216558,336.030136981791
900,20065,Southglen Playground,,10701 Rich Road,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,12.62057676,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,51069.49711617,1012.42187103583
901,26003,Southshore Park,,5355 St. Alban's Bay Rd,Shorewood,053,MN,Open,Open,,,,Shorewood,05,,,,,5.78982897,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-3236,https://www.shorewoodmn.gov/451/Parks,,,Shorewood,,,,,23430.60653667,903.805971957348
902,20066,Southwood Elementary,,4901 112th Street W,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,5.06421255,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,20497.54869774,647.645477365263
903,40051,Southwood Green,,5001 Shenandoah Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,1.80254513,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,7294.64135209,364.313685542833
904,20067,Southwood Playground,,4800 Terracewood Drive,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,7.00332191,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,28349.666987965,677.847160862078
905,44006,"Spanjers Park
Spanjers Park
Spanjers Pa",,4511 Lake Drive,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,4.48974827,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,18169.36663764,574.82500218956
906,34030,Spring Hill,,16714 Seymour Dr,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,8.64754461,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,34995.371449625,1096.4312541457
907,06002,Spring Park Bay Boat Landing,,4141 Shoreline Dr,Spring Park,053,MN,Open,Open,,,,Hennepin County,03,,,,,0.95643212,,,,,,,,,,,,,,,,Unknown,,,,,612-348-3777,https://www.hennepin.us/residents#recreation,,,Hennepin County,,,,,3870.5434518,376.19146946744
908,01076,St Anthony Park,,5th St NE & 3rd Ave NE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,5.64748811,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,22854.573522205,681.340289211836
909,01125,St Anthony Parkway,,St Anthony Pkwy & 37th Ave NE,Minneapolis,053,MN,Open Fee,Open,,,,Minneapolis Park & Recreation Board,05,,,,,12.54275639,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,50758.7341896,1863.38364062494
910,20068,St Bonaventure Park,,901 90th Street E,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,4.9842723,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,20170.63436998,578.458996829542
911,28017,St Croix Park,,5850 St Croix Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.43971124,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,5826.30469123,308.926811834236
912,24032,St. John's Park,,5924 Street John’s Avenue,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.92829635,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,3756.68204442,264.896708078543
913,40026,St. Mary's,,401 Forestview Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,11.285565,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,45671.061204375,933.559568183048
914,48069,St. Vincent de Paul Catholic School,,9050 93rd Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,17.59714035,,,,,,,,,,,,,,,,Unknown,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,71213.100427985,1133.27943887761
915,61026,Staring Lake Park,,13600 PIONEER TR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,163.05470227,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,659827.39383396,8629.24175650292
916,61027,Sterling Field Park,,17800 STERLING TER,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,1.95777145,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,7926.105195885,411.865313961927
917,01103,Stevens Square,,1801 Stevens Ave. S.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,2.55682186,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,10347.090969025,414.536554057135
918,01046,Stewart Park,,2700 12th Ave So,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,6.33309282,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,25629.117332695,739.952038269108
919,28010,Stockman Park,,3300 Major Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.56607282,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,6337.6718514,304.777505297307
920,24033,Strachauer Park,,6200 Beard Avenue,Edina,053,MN,Open,Open,,,,Edina,05,,,,,4.23786553,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,17150.03332461,579.29523123619
921,48065,Stratford Crossing Park,,2624 87th Trail North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,1.78276176,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,7214.58088038,700.625616378808
922,48002,Striefel Park,,7708 Iris Drive North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,1.15725731,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,4683.25418997,275.403958491381
923,38014,Summit Park Swimming Beach,,455 East Long Lake Rd,Orono,053,MN,Open,Open,,,,Orono,05,,,,,4.54973035,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,18412.105476145,754.596402354701
